Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
GCA_000441815.1_ASM44181v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000454725.1_ibidis.assembly	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000470765.1_ASM47076v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_000470805.1_ASM47080v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_000470825.1_ASM47082v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_000471025.2_ASM47102v2	k__Bacteria (UID2993)	77	301	197	4	297	0	0	0	0	97.97	0.00	0.00
GCA_000472205.1_E_CS88_f_	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000472225.1_E_CS88_i_	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000493885.1_suis	o__Chlamydiales (UID2994)	64	455	185	12	443	0	0	0	0	97.34	0.00	0.00
GCA_000507225.1_ASM50722v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000508005.1_CpecDBDeUG1.0	k__Bacteria (UID2993)	77	301	197	2	298	1	0	0	0	98.98	0.25	0.00
GCA_000508025.1_CpecIPTaLE1.0	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_000508045.1_CpecMC_MarsBar1.0	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_000508065.1_CpecVR6291.0	k__Bacteria (UID2993)	77	301	197	3	298	0	0	0	0	98.48	0.00	0.00
GCA_000516655.1_CpneumoniaeB21_v1	k__Bacteria (UID2993)	77	301	197	3	296	2	0	0	0	98.73	0.28	100.00
GCA_000526255.1_ASM52625v1	k__Bacteria (UID2982)	88	230	148	2	227	1	0	0	0	98.65	0.68	0.00
GCA_000531095.1_IIL30	k__Bacteria (UID2565)	2921	141	86	6	127	8	0	0	0	94.73	6.79	0.00
GCA_000583875.1_ASM58387v1	k__Bacteria (UID2993)	77	301	197	8	293	0	0	0	0	96.45	0.00	0.00
GCA_000590575.1_ASM59057v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000590595.1_ASM59059v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000590615.1_ASM59061v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000590635.1_ASM59063v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000590655.1_ASM59065v1	o__Chlamydiales (UID2994)	64	455	185	5	450	0	0	0	0	98.38	0.00	0.00
GCA_000590675.1_ASM59067v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000590695.1_ASM59069v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000590715.1_ASM59071v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000590735.1_ASM59073v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000590755.1_ASM59075v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000648235.1_ASM64823v1	k__Bacteria (UID2982)	88	229	148	8	198	19	3	1	0	95.27	16.22	91.18
GCA_000648255.1_ASM64825v1	k__Bacteria (UID2982)	88	229	148	0	220	9	0	0	0	100.00	5.41	100.00
GCA_000687395.1_PsittaciChina1.0_for_CB7	g__Chlamydophila (UID3014)	29	613	47	6	604	3	0	0	0	97.89	0.91	0.00
GCA_000687415.1_PsittaciChina1.0_for_CB3	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000700845.1_cmvar001	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000700865.1_cmvar002	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000700885.1_cmvar003	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000700905.1_cmvar004	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000700925.1_cmvar0011	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000709455.1_ASM70945v1	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000723745.1_PRJEB6027_Urmite	k__Bacteria (UID2982)	88	229	147	5	224	0	0	0	0	96.60	0.00	0.00
GCA_000723745.2_PRJEB6027_Urmite	k__Bacteria (UID2982)	88	229	147	5	224	0	0	0	0	96.60	0.00	0.00
GCA_000739615.1_ASM73961v1	k__Bacteria (UID2982)	88	229	147	1	224	4	0	0	0	99.86	2.72	0.00
GCA_000739635.1_ASM73963v1	k__Bacteria (UID2982)	88	229	147	0	221	8	0	0	0	100.00	4.90	12.50
GCA_000739655.1_ASM73965v1	k__Bacteria (UID2982)	88	229	147	1	223	5	0	0	0	99.32	2.86	0.00
GCA_000750955.1_CS_CRIB18-1	k__Bacteria (UID2982)	88	230	148	5	223	2	0	0	0	96.96	1.35	0.00
GCA_000751535.1_Protochlamydia_naeglerophila	k__Bacteria (UID2982)	88	229	148	2	226	1	0	0	0	98.65	0.68	0.00
GCA_000756735.1_Chlamydia_sp_Rubis	k__Bacteria (UID2982)	88	230	148	4	225	1	0	0	0	98.65	0.68	0.00
GCA_000767405.1_ASM76740v1	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000767445.1_ASM76744v1	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000772145.1_ASM77214v1	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000786005.2_ASM78600v2	k__Bacteria (UID2993)	77	301	197	11	284	6	0	0	0	96.70	1.35	100.00
GCA_000786775.1_ASM78677v1	k__Bacteria (UID2565)	2921	143	88	8	133	2	0	0	0	92.74	2.27	0.00
GCA_000812225.1_OEW1_v1	k__Bacteria (UID2982)	88	229	148	0	228	1	0	0	0	100.00	0.68	0.00
GCA_000813625.1_EI2_v1	k__Bacteria (UID2982)	88	229	148	2	227	0	0	0	0	98.65	0.00	0.00
GCA_000813645.1_TUME1_v1	k__Bacteria (UID2982)	88	229	148	9	219	1	0	0	0	94.59	0.68	0.00
GCA_000813665.1_EPS4_v1	k__Bacteria (UID2982)	88	229	148	8	220	1	0	0	0	95.27	0.68	0.00
GCA_000817245.1_ASM81724v1	k__Bacteria (UID2982)	88	230	148	3	225	2	0	0	0	98.42	1.01	0.00
GCA_000829755.1_ASM82975v1	k__Bacteria (UID2982)	88	230	148	1	227	2	0	0	0	99.32	1.35	0.00
GCA_000830945.1_ASM83094v1	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000830965.1_ASM83096v1	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000875975.1_ASM87597v1	k__Bacteria (UID2982)	88	229	148	0	229	0	0	0	0	100.00	0.00	0.00
GCA_000949635.1_ASM94963v1	k__Bacteria (UID2565)	2921	149	91	2	145	2	0	0	0	97.80	1.65	0.00
GCA_000952935.1_CAAB7	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_000953475.1_MfumSolVChr1	k__Bacteria (UID2982)	88	230	148	1	227	2	0	0	0	99.32	1.01	50.00
GCA_000969785.1_ASM96978v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000969805.1_ASM96980v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000971705.1_ASM97170v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000971725.1_ASM97172v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000972765.1_ASM97276v1	k__Bacteria (UID2982)	88	227	146	2	223	2	0	0	0	98.63	1.37	0.00
GCA_000980515.1_ASM98051v1	k__Bacteria (UID2982)	88	229	147	14	210	5	0	0	0	92.06	3.40	100.00
GCA_000987375.1_ASM98737v1	k__Bacteria (UID2565)	2921	149	91	4	142	3	0	0	0	96.15	2.75	0.00
GCA_001007025.1_Wien1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_001007045.1_K7	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_001007065.1_CWL011	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_001007085.1_Wien3	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_001007105.1_CV14	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_001007125.1_CM1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_001007145.1_PB2	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_001017655.1_ASM101765v1	k__Bacteria (UID2982)	88	230	148	14	210	5	1	0	0	92.74	3.21	0.00
GCA_001027925.1_K833	k__Bacteria (UID2565)	2921	140	85	1	139	0	0	0	0	99.93	0.00	0.00
GCA_001047735.1_8036_1_21	o__Chlamydiales (UID2994)	64	455	185	89	321	41	3	0	1	83.46	13.61	33.33
GCA_001183765.1_ASM118376v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001183805.1_ASM118380v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001183825.1_ASM118382v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001183845.1_ASM118384v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001213045.1_5082_8_5	o__Chlamydiales (UID2994)	64	455	185	9	445	1	0	0	0	98.20	0.54	100.00
GCA_001213105.1_5833_5_5	o__Chlamydiales (UID2994)	64	455	185	3	395	48	5	3	1	98.92	19.46	4.17
GCA_001213525.1_5082_8_4	o__Chlamydiales (UID2994)	64	455	185	3	447	5	0	0	0	98.92	0.90	0.00
GCA_001293965.1_ASM129396v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001302825.1_ASM130282v1	k__Bacteria (UID2565)	2921	143	88	15	125	3	0	0	0	82.95	2.34	33.33
GCA_001303465.1_ASM130346v1	k__Bacteria (UID2565)	2921	143	88	29	114	0	0	0	0	71.59	0.00	0.00
GCA_001303665.1_ASM130366v1	k__Bacteria (UID2565)	2921	143	88	25	117	1	0	0	0	75.00	1.14	0.00
GCA_001303695.1_ASM130369v1	k__Bacteria (UID2565)	2921	143	88	30	113	0	0	0	0	70.82	0.00	0.00
GCA_001303765.1_ASM130376v1	k__Bacteria (UID2982)	88	230	148	30	199	1	0	0	0	82.77	0.68	0.00
GCA_001303885.1_ASM130388v1	k__Bacteria (UID2565)	2921	143	88	35	106	2	0	0	0	64.20	2.27	0.00
GCA_001313125.1_ASM131312v1	k__Bacteria (UID2982)	88	229	147	13	211	4	1	0	0	92.18	2.72	0.00
GCA_001317705.1_7054_3_88	o__Chlamydiales (UID2994)	64	455	185	7	435	13	0	0	0	98.63	2.62	53.85
GCA_001317725.1_7054_3_86	k__Bacteria (UID203)	5449	104	58	2	43	57	2	0	0	97.41	51.80	3.17
GCA_001317745.1_7054_3_87	o__Chlamydiales (UID2994)	64	455	185	3	438	13	1	0	0	98.92	2.47	50.00
GCA_001317765.1_7396_3_18	k__Bacteria (UID203)	5449	104	58	1	35	68	0	0	0	98.28	71.93	0.00
GCA_001317785.1_7396_3_13	o__Chlamydiales (UID2994)	64	455	185	3	450	2	0	0	0	98.92	0.06	100.00
GCA_001317805.1_7396_3_14	o__Chlamydiales (UID2994)	64	455	185	4	451	0	0	0	0	98.74	0.00	0.00
GCA_001317825.1_7396_3_11	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001317845.1_7396_3_10	o__Chlamydiales (UID2994)	64	455	185	3	451	1	0	0	0	98.92	0.03	100.00
GCA_001318295.1_ASM131829v1	k__Bacteria (UID2982)	88	230	148	22	208	0	0	0	0	89.86	0.00	0.00
GCA_001398115.1_7501_6_59	k__Bacteria (UID203)	5449	102	56	1	2	97	2	0	0	98.21	98.21	1.94
GCA_001398135.1_7501_6_52	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001398155.1_7501_6_49	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001398175.1_7501_6_51	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001398195.1_7794_5_16	o__Chlamydiales (UID2994)	64	455	185	5	424	25	0	1	0	98.59	5.56	32.26
GCA_001398215.1_7501_6_50	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001398235.1_7501_6_60	k__Bacteria (UID203)	5449	104	58	0	55	49	0	0	0	100.00	31.19	0.00
GCA_001398255.1_7501_6_62	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001398275.1_7501_6_61	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001398295.1_7396_3_21	o__Chlamydiales (UID2994)	64	455	185	5	450	0	0	0	0	98.86	0.00	0.00
GCA_001398315.1_7396_3_19	k__Bacteria (UID203)	5449	104	58	5	25	65	8	1	0	94.67	83.81	6.32
GCA_001398335.1_7396_3_20	o__Chlamydiales (UID2994)	64	455	185	151	281	23	0	0	0	70.54	6.60	21.74
GCA_001398355.1_8036_1_19	o__Chlamydiales (UID2994)	64	455	185	40	366	44	4	1	0	89.77	13.78	16.13
GCA_001401455.1_ASM140145v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_001401465.1_ASM140146v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_001401475.1_ASM140147v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_001401485.1_ASM140148v1	k__Bacteria (UID2993)	77	301	197	0	301	0	0	0	0	100.00	0.00	0.00
GCA_001438005.1_ASM143800v1	k__Bacteria (UID2982)	88	230	148	26	202	2	0	0	0	85.00	1.35	100.00
GCA_001439385.1_ASM143938v1	k__Bacteria (UID2982)	88	230	148	31	195	4	0	0	0	83.35	1.73	25.00
GCA_001439425.1_ASM143942v1	k__Bacteria (UID2982)	88	230	148	43	185	2	0	0	0	74.94	1.35	100.00
GCA_001439535.1_ASM143953v1	k__Bacteria (UID2982)	88	230	148	4	222	3	0	1	0	97.30	4.05	44.44
GCA_001464115.1_Chlamydiae_bacterium_Ga0074140	k__Bacteria (UID2982)	88	230	148	13	216	1	0	0	0	93.07	0.68	0.00
GCA_001464505.1_Verrucomicrobia_bacterium_Ga0077533	k__Bacteria (UID2982)	88	230	148	12	215	3	0	0	0	93.51	2.03	0.00
GCA_001464525.1_Planctomycetaceae_bacterium_Ga0077529	k__Bacteria (UID2565)	2921	142	87	22	119	1	0	0	0	85.30	1.15	0.00
GCA_001466415.1_ASM146641v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_001469535.1_ASM146953v1	k__Bacteria (UID2993)	77	301	197	3	298	0	0	0	0	98.48	0.00	0.00
GCA_001499655.1_PNK1	k__Bacteria (UID2982)	88	229	148	0	228	1	0	0	0	100.00	0.68	0.00
GCA_001545115.1_Protochlamydia_greubae	k__Bacteria (UID2982)	88	229	148	0	227	2	0	0	0	100.00	1.35	0.00
GCA_001563055.1_ASM156305v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_001567345.1_ASM156734v1	k__Bacteria (UID2565)	2921	149	91	6	141	2	0	0	0	94.51	1.65	0.00
GCA_001578645.1_ASM157864v1	k__Bacteria (UID2982)	88	229	147	3	226	0	0	0	0	97.96	0.00	0.00
GCA_001580015.1_ASM158001v1	k__Bacteria (UID2982)	88	227	146	4	223	0	0	0	0	97.26	0.00	0.00
GCA_001580045.1_ASM158004v1	k__Bacteria (UID2982)	88	227	146	3	224	0	0	0	0	97.95	0.00	0.00
GCA_001580195.1_ASM158019v1	k__Bacteria (UID2982)	88	229	147	3	226	0	0	0	0	97.96	0.00	0.00
GCA_001603055.1_ASM160305v1	k__Bacteria (UID2982)	88	230	148	35	188	6	1	0	0	83.29	4.09	22.22
GCA_001603075.1_ASM160307v1	k__Bacteria (UID2565)	2921	143	88	0	142	1	0	0	0	100.00	1.14	0.00
GCA_001604235.1_ASM160423v1	k__Bacteria (UID2982)	88	230	148	51	173	6	0	0	0	73.06	3.07	50.00
GCA_001604565.1_ASM160456v1	k__Bacteria (UID2982)	88	230	148	15	211	4	0	0	0	92.58	2.36	50.00
GCA_001604585.1_ASM160458v1	k__Bacteria (UID2982)	88	230	148	6	220	4	0	0	0	95.95	2.36	25.00
GCA_001604645.1_ASM160464v1	k__Bacteria (UID2982)	88	230	148	109	120	0	1	0	0	58.44	1.35	0.00
GCA_001610835.1_ASM161083v1	k__Bacteria (UID2565)	2921	146	90	2	142	2	0	0	0	98.89	2.22	0.00
GCA_001610855.1_ASM161085v1	k__Bacteria (UID2565)	2921	143	88	9	128	6	0	0	0	91.44	5.97	0.00
GCA_001610875.1_ASM161087v1	k__Bacteria (UID2565)	2921	140	85	2	135	3	0	0	0	98.75	3.53	0.00
GCA_001610895.1_ASM161089v1	k__Bacteria (UID2565)	2921	141	86	2	137	2	0	0	0	98.45	2.33	0.00
GCA_001613545.1_ASM161354v1	k__Bacteria (UID2982)	88	230	148	0	226	4	0	0	0	100.00	2.70	0.00
GCA_001618265.1_ASM161826v1	k__Bacteria (UID2982)	88	230	148	6	224	0	0	0	0	97.47	0.00	0.00
GCA_001625515.1_ASM162551v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_001625535.1_ASM162553v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_001642875.1_ASM164287v1	k__Bacteria (UID2565)	2921	140	85	2	137	1	0	0	0	98.75	0.11	0.00
GCA_001642915.1_ASM164291v1	k__Bacteria (UID2565)	2921	140	85	2	138	0	0	0	0	98.75	0.00	0.00
GCA_001642955.1_ASM164295v1	k__Bacteria (UID2565)	2921	140	85	1	138	1	0	0	0	99.93	1.18	0.00
GCA_001647615.1_ASM164761v1	k__Bacteria (UID2982)	88	229	147	3	226	0	0	0	0	97.96	0.00	0.00
GCA_001650175.1_ASM165017v1	k__Bacteria (UID2982)	88	227	146	4	215	7	0	1	0	97.95	4.32	30.77
GCA_001653815.1_ASM165381v1	k__Bacteria (UID2982)	88	227	146	10	216	1	0	0	0	94.01	0.34	0.00
GCA_001653825.1_ASM165382v1	k__Bacteria (UID2982)	88	227	146	13	212	2	0	0	0	92.98	0.48	0.00
GCA_001653975.1_ASM165397v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_001655335.1_ASM165533v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001655375.1_ASM165537v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001655415.1_ASM165541v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001655455.1_ASM165545v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001655495.1_ASM165549v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001655535.1_ASM165553v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001655575.1_ASM165557v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001683795.1_ASM168379v1	k__Bacteria (UID2982)	88	229	147	12	210	7	0	0	0	91.84	4.76	85.71
GCA_001688765.2_ASM168876v2	k__Bacteria (UID2982)	88	229	147	3	226	0	0	0	0	97.96	0.00	0.00
GCA_001707835.1_ASM170783v1	k__Bacteria (UID2565)	2921	144	89	1	141	2	0	0	0	98.88	1.69	0.00
GCA_001714565.1_ASM171456v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_001714575.1_ASM171457v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_001714585.1_ASM171458v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_001714595.1_ASM171459v1	k__Bacteria (UID203)	5449	104	58	1	72	31	0	0	0	98.28	16.79	41.94
GCA_001723765.1_ASM172376v1	k__Bacteria (UID2565)	2921	143	88	9	129	5	0	0	0	92.52	5.11	0.00
GCA_001729825.1_ASM172982v1	o__Chlamydiales (UID2994)	64	455	185	65	390	0	0	0	0	84.76	0.00	0.00
GCA_001729845.1_ASM172984v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001729865.1_ASM172986v1	o__Chlamydiales (UID2994)	64	455	185	26	429	0	0	0	0	94.04	0.00	0.00
GCA_001729885.1_ASM172988v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_001729905.1_ASM172990v1	o__Chlamydiales (UID2994)	64	455	185	4	451	0	0	0	0	98.84	0.00	0.00
GCA_001735985.1_ASM173598v1	k__Bacteria (UID203)	5449	104	58	1	72	29	2	0	0	98.28	21.80	20.00
GCA_001736045.1_ASM173604v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_001736055.1_ASM173605v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_001746835.1_ASM174683v1	k__Bacteria (UID2982)	88	230	148	1	225	4	0	0	0	99.32	2.70	0.00
GCA_001753675.2_ASM175367v2	k__Bacteria (UID2565)	2921	149	91	8	140	1	0	0	0	92.24	0.55	0.00
GCA_001794865.1_ASM179486v1	k__Bacteria (UID2982)	88	230	148	10	218	2	0	0	0	93.92	1.35	0.00
GCA_001794895.1_ASM179489v1	k__Bacteria (UID2982)	88	230	148	10	218	2	0	0	0	93.92	1.35	0.00
GCA_001794905.1_ASM179490v1	k__Bacteria (UID2982)	88	230	148	40	184	6	0	0	0	77.70	1.95	16.67
GCA_001794935.1_ASM179493v1	k__Bacteria (UID2982)	88	230	148	58	171	1	0	0	0	78.31	0.68	0.00
GCA_001796065.1_ASM179606v1	k__Bacteria (UID2982)	88	230	148	29	200	1	0	0	0	84.46	0.17	0.00
GCA_001796095.1_ASM179609v1	k__Bacteria (UID2982)	88	230	148	41	188	1	0	0	0	78.38	0.17	0.00
GCA_001796105.1_ASM179610v1	k__Bacteria (UID2982)	88	230	148	65	164	1	0	0	0	67.95	0.17	0.00
GCA_001796125.1_ASM179612v1	k__Bacteria (UID2982)	88	230	148	38	191	1	0	0	0	81.80	0.68	0.00
GCA_001796155.1_ASM179615v1	k__Bacteria (UID2982)	88	230	148	76	153	1	0	0	0	64.10	0.68	0.00
GCA_001796175.1_ASM179617v1	k__Bacteria (UID2982)	88	230	148	26	203	1	0	0	0	85.14	0.17	0.00
GCA_001796185.1_ASM179618v1	k__Bacteria (UID2982)	88	230	148	25	204	1	0	0	0	85.81	0.17	0.00
GCA_001796195.1_ASM179619v1	k__Bacteria (UID2982)	88	230	148	92	138	0	0	0	0	55.53	0.00	0.00
GCA_001796235.1_ASM179623v1	k__Bacteria (UID2982)	88	230	148	10	218	2	0	0	0	93.92	1.35	0.00
GCA_001796255.1_ASM179625v1	k__Bacteria (UID2982)	88	230	148	10	218	2	0	0	0	93.92	1.35	0.00
GCA_001796275.1_ASM179627v1	k__Bacteria (UID2982)	88	230	148	17	212	1	0	0	0	90.32	0.17	0.00
GCA_001796285.1_ASM179628v1	k__Bacteria (UID2982)	88	230	148	10	218	2	0	0	0	93.92	1.35	0.00
GCA_001796315.1_ASM179631v1	k__Bacteria (UID2982)	88	230	148	23	206	1	0	0	0	87.16	0.17	0.00
GCA_001803205.1_ASM180320v1	k__Bacteria (UID2982)	88	230	148	11	216	3	0	0	0	94.55	1.58	0.00
GCA_001803225.1_ASM180322v1	k__Bacteria (UID2982)	88	230	148	11	205	12	2	0	0	95.41	6.76	0.00
GCA_001803235.1_ASM180323v1	k__Bacteria (UID2982)	88	230	148	8	210	12	0	0	0	95.27	5.60	0.00
GCA_001803255.1_ASM180325v1	k__Bacteria (UID2982)	88	230	148	73	156	1	0	0	0	59.12	0.68	0.00
GCA_001803285.1_ASM180328v1	k__Bacteria (UID2982)	88	230	148	41	187	2	0	0	0	77.25	1.35	50.00
GCA_001803305.1_ASM180330v1	k__Bacteria (UID2982)	88	230	148	14	203	13	0	0	0	92.57	6.28	15.38
GCA_001803315.1_ASM180331v1	k__Bacteria (UID2982)	88	230	148	26	204	0	0	0	0	87.84	0.00	0.00
GCA_001804785.1_ASM180478v1	k__Bacteria (UID2982)	88	230	148	15	206	9	0	0	0	93.52	3.38	0.00
GCA_001804805.1_ASM180480v1	k__Bacteria (UID2982)	88	230	148	7	218	5	0	0	0	95.95	2.93	0.00
GCA_001804815.1_ASM180481v1	k__Bacteria (UID2982)	88	230	148	6	219	5	0	0	0	96.62	2.93	0.00
GCA_001804865.1_ASM180486v1	k__Bacteria (UID2982)	88	230	148	16	205	9	0	0	0	91.39	4.08	0.00
GCA_001804885.1_ASM180488v1	k__Bacteria (UID2982)	88	230	148	19	207	4	0	0	0	89.41	2.70	0.00
GCA_001824485.1_ASM182448v1	k__Bacteria (UID2565)	2921	149	91	14	132	3	0	0	0	87.36	3.30	0.00
GCA_001824525.1_ASM182452v1	k__Bacteria (UID2565)	2921	143	88	36	105	2	0	0	0	67.05	2.27	0.00
GCA_001824555.1_ASM182455v1	k__Bacteria (UID2565)	2921	143	88	7	135	1	0	0	0	92.61	0.57	100.00
GCA_001824605.1_ASM182460v1	k__Bacteria (UID2565)	2921	143	88	38	105	0	0	0	0	63.64	0.00	0.00
GCA_001824635.1_ASM182463v1	k__Bacteria (UID2565)	2921	143	88	12	129	2	0	0	0	87.27	1.70	0.00
GCA_001824645.1_ASM182464v1	k__Bacteria (UID2565)	2921	143	88	40	103	0	0	0	0	62.65	0.00	0.00
GCA_001825635.1_ASM182563v1	k__Bacteria (UID2565)	2921	149	91	35	113	1	0	0	0	67.58	1.10	0.00
